group_id,question_title,url,answer_count,date_asked,group_representative,group_count,canonical_overlap,canonical_question_matched,similarity_score
365,Unable to add Health probe to a Classic LoadBalancer when deployed to Cloud Service (extended support),https://learn.microsoft.com/en-us/answers/questions/917531/unable-to-add-health-probe-to-a-classic-loadbalanc,0,,Unable to add Health probe to a Classic LoadBalancer when deployed to Cloud Service (extended support),1,,,0
366,How could I let azure ecmp inbound traffic from internet to mulitple VMs?,https://learn.microsoft.com/en-us/answers/questions/912240/how-could-i-let-azure-ecmp-inbound-traffic-from-in,0,,How could I let azure ecmp inbound traffic from internet to mulitple VMs?,1,,,0
367,How to assign public IP address from old cluster to new cluster,https://learn.microsoft.com/en-us/answers/questions/914767/how-to-assign-public-ip-address-from-old-cluster-t,0,,How to assign public IP address from old cluster to new cluster,1,,,0
368,Is Azure Load balancer act like reverse proxy?,https://learn.microsoft.com/en-us/answers/questions/894874/is-azure-load-balancer-act-like-reverse-proxy,0,,Is Azure Load balancer act like reverse proxy?,1,,,0
369,Best option to achieve failover for Internal Applications (not exposed to Internet),https://learn.microsoft.com/en-us/answers/questions/896740/best-option-to-achieve-failover-for-internal-appli,0,,Best option to achieve failover for Internal Applications (not exposed to Internet),1,,,0
370,Azure Internal(Private) Load Balancer does not seem to process/forward the IP Fragmented packets received over UDP Transport,https://learn.microsoft.com/en-us/answers/questions/899257/azure-internal(private)-load-balancer-does-not-see,0,,Azure Internal(Private) Load Balancer does not seem to process/forward the IP Fragmented packets received over UDP Transport,1,,,0
371,What is Port 0 in Load Balancer ?,https://learn.microsoft.com/en-us/answers/questions/890834/what-is-port-0-in-load-balancer,0,,What is Port 0 in Load Balancer ?,1,,,0
372,Session Related issue while using Load Balancer,https://learn.microsoft.com/en-us/answers/questions/889042/session-related-issue-while-using-load-balancer,0,,Session Related issue while using Load Balancer,1,,,0
373,Azure Load Balancer HTTP health probe method,https://learn.microsoft.com/en-us/answers/questions/881979/azure-load-balancer-http-health-probe-method,0,,Azure Load Balancer HTTP health probe method,1,,,0
374,Loadbalancer for backend Services secured with SSL,https://learn.microsoft.com/en-us/answers/questions/425217/loadbalancer-for-backend-services-secured-with-ssl,0,,Loadbalancer for backend Services secured with SSL,1,,,0
375,Azure Load Balancer-Private Endpoint configuration questions.,https://learn.microsoft.com/en-us/answers/questions/826982/azure-load-balancer-private-endpoint-configuration,0,,Azure Load Balancer-Private Endpoint configuration questions.,1,,,0
376,Azure Load Balancer to Check if HTTP Response Has No Status Code,https://learn.microsoft.com/en-us/answers/questions/860213/azure-load-balancer-to-check-if-http-response-has,0,,Azure Load Balancer to Check if HTTP Response Has No Status Code,1,,,0
377,Can virtual machine scale sets without inbound NAT rules,https://learn.microsoft.com/en-us/answers/questions/809350/can-virtual-machine-scale-sets-without-inbound-nat,0,,Can virtual machine scale sets without inbound NAT rules,1,,,0
378,Azure Service High Availabitlity in Switzerland,https://learn.microsoft.com/en-us/answers/questions/852881/azure-service-high-availabitlity-in-switzerland,0,,Azure Service High Availabitlity in Switzerland,1,,,0
379,How to push azure load balancer logs to storage account?,https://learn.microsoft.com/en-us/answers/questions/824620/how-to-push-azure-load-balancer-logs-to-storage-ac,0,,How to push azure load balancer logs to storage account?,1,,,0
380,VM default outbound access blocked if another VM has explicit outbound configured?,https://learn.microsoft.com/en-us/answers/questions/834195/vm-default-outbound-access-blocked-if-another-vm-h,0,,VM default outbound access blocked if another VM has explicit outbound configured?,1,,,0
381,SSH Access Through Azure LB,https://learn.microsoft.com/en-us/answers/questions/831645/ssh-access-through-azure-lb,0,,SSH Access Through Azure LB,1,,,0
382,Application Gateway - active and passive,https://learn.microsoft.com/en-us/answers/questions/825487/application-gateway-active-and-passive,0,,Application Gateway - active and passive,1,,,0
383,Load balancer not forwarding port,https://learn.microsoft.com/en-us/answers/questions/818290/load-balancer-not-forwarding-port,0,,Load balancer not forwarding port,1,,,0
384,Need to monitor some resources.,https://learn.microsoft.com/en-us/answers/questions/799218/need-to-monitor-some-resources,0,,Need to monitor some resources.,1,,,0
385,.NET 4.8 | SignalR connection to server behind Load balancer | On Premise,https://learn.microsoft.com/en-us/answers/questions/806756/net-4-8-signalr-connection-to-server-behind-load-b,0,,.NET 4.8 | SignalR connection to server behind Load balancer | On Premise,1,,,0
240,Backend pools can't be attached with Load Balancer,https://learn.microsoft.com/en-us/answers/questions/784750/backend-pools-cant-be-attached-with-load-balancer,0,,adding a 3rd VM to  Load balancer backend pool,5,,,0
386,Azure Networking,https://learn.microsoft.com/en-us/answers/questions/776766/azure-networking,0,,Azure Networking,1,,,0
387,Can't ping Availability Group cluster IP from passive node in Alwyas On AG SQL Cluster in Azure,https://learn.microsoft.com/en-us/answers/questions/786595/cant-ping-availability-group-cluster-ip-from-passi,0,,Can't ping Availability Group cluster IP from passive node in Alwyas On AG SQL Cluster in Azure,1,,,0
388,Load balancer does not resolve when creating Service object,https://learn.microsoft.com/en-us/answers/questions/793697/load-balancer-does-not-resolve-when-creating-servi,0,,Load balancer does not resolve when creating Service object,1,,,0
389,Forward packages from one load balancer to another load balancer,https://learn.microsoft.com/en-us/answers/questions/786333/forward-packages-from-one-load-balancer-to-another,0,,Forward packages from one load balancer to another load balancer,1,,,0
390,Azure External LB - HA ports,https://learn.microsoft.com/en-us/answers/questions/777852/azure-external-lb-ha-ports,0,,Azure External LB - HA ports,1,,,0
391,Location of resources,https://learn.microsoft.com/en-us/answers/questions/772816/location-of-resources,0,,Location of resources,1,,,0
392,Two VMs are attached to LB and one is down then how you will manage user request to reduse Slowness,https://learn.microsoft.com/en-us/answers/questions/762606/two-vms-are-attached-to-lb-and-one-is-down-then-ho,0,,Two VMs are attached to LB and one is down then how you will manage user request to reduse Slowness,1,,,0
393,Azure ilb ipv6,https://learn.microsoft.com/en-us/answers/questions/752131/azure-ilb-ipv6,0,,Azure ilb ipv6,1,,,0
394,Support for tls v1.3 for App Services,https://learn.microsoft.com/en-us/answers/questions/763818/support-for-tls-v1-3-for-app-services,0,,Support for tls v1.3 for App Services,1,,,0
395,Can I configure Same VIP with same subnet of VM on Same VPC?,https://learn.microsoft.com/en-us/answers/questions/722508/can-i-configure-same-vip-with-same-subnet-of-vm-on,0,,Can I configure Same VIP with same subnet of VM on Same VPC?,1,,,0
396,Shutting down application that is served behind Azure LB gracefully,https://learn.microsoft.com/en-us/answers/questions/571764/shutting-down-application-that-is-served-behind-az,0,,Shutting down application that is served behind Azure LB gracefully,1,,,0
397,Cannot configure VMSS with network interfaces with public ip and backend pool with outbound rules. Please remove one of them to continue.,https://learn.microsoft.com/en-us/answers/questions/738825/cannot-configure-vmss-with-network-interfaces-with,0,,Cannot configure VMSS with network interfaces with public ip and backend pool with outbound rules. Please remove one of them to continue.,1,,,0
398,error: http2: client connection lost for azure kubernetes service,https://learn.microsoft.com/en-us/answers/questions/685763/error-http2-client-connection-lost-for-azure-kuber,0,,error: http2: client connection lost for azure kubernetes service,1,,,0
399,Site-to-Site VPN with VNET Gateway between two Azure stacks,https://learn.microsoft.com/en-us/answers/questions/717343/site-to-site-vpn-with-vnet-gateway-between-two-azu,0,,Site-to-Site VPN with VNET Gateway between two Azure stacks,1,,,0
400,Always On VPN - Issues authenticating to on-prem resources from AAD Join machines,https://learn.microsoft.com/en-us/answers/questions/726231/always-on-vpn-issues-authenticating-to-on-prem-res,0,,Always On VPN - Issues authenticating to on-prem resources from AAD Join machines,1,,,0
401,Load Balancing On Premises VMs into Azure,https://learn.microsoft.com/en-us/answers/questions/697929/load-balancing-on-premises-vms-into-azure,0,,Load Balancing On Premises VMs into Azure,2,,,0
401,Load Balancing On Premises VMs into Azure,https://learn.microsoft.com/en-us/answers/questions/697275/load-balancing-on-premises-vms-into-azure,0,,Load Balancing On Premises VMs into Azure,2,,,0
402,Active Passive with private IPs,https://learn.microsoft.com/en-us/answers/questions/703878/active-passive-with-private-ips,0,,Active Passive with private IPs,1,,,0
403,Loadbalancer got automatically rebooted,https://learn.microsoft.com/en-us/answers/questions/719525/loadbalancer-got-automatically-rebooted,0,,Loadbalancer got automatically rebooted,1,,,0
404,Cross-region loadbalancer in Sweden,https://learn.microsoft.com/en-us/answers/questions/713972/cross-region-loadbalancer-in-sweden,0,,Cross-region loadbalancer in Sweden,1,,,0
405,Is it possible to make a call to an azure app service inside a vnet from azure ad b2c ?,https://learn.microsoft.com/en-us/answers/questions/703705/is-it-possible-to-make-a-call-to-an-azure-app-serv,0,,Is it possible to make a call to an azure app service inside a vnet from azure ad b2c ?,1,,,0
406,Load balancers health probe,https://learn.microsoft.com/en-us/answers/questions/715203/load-balancers-health-probe,0,,Load balancers health probe,2,,,0
407,Load balancers on Availability set,https://learn.microsoft.com/en-us/answers/questions/709104/load-balancers-on-availability-set,0,,Load balancers on Availability set,2,,,0
408,Azure load balancer logs,https://learn.microsoft.com/en-us/answers/questions/445881/azure-load-balancer-logs,0,,Azure load balancer logs,1,,,0
409,"Azure VMs, Monitoring and Load Balancing",https://learn.microsoft.com/en-us/answers/questions/696001/azure-vms-monitoring-and-load-balancing,0,,"Azure VMs, Monitoring and Load Balancing",1,,,0
410,Best practice in publishing Remote Desktop access or Terminal server to Internet via Azure ?,https://learn.microsoft.com/en-us/answers/questions/698915/best-practice-in-publishing-remote-desktop-access,0,,Best practice in publishing Remote Desktop access or Terminal server to Internet via Azure ?,1,,,0
411,Expose private link HTTPS and Non HTTPS ports from NGFW LB Sandwich,https://learn.microsoft.com/en-us/answers/questions/691246/expose-private-link-https-and-non-https-ports-from,0,,Expose private link HTTPS and Non HTTPS ports from NGFW LB Sandwich,1,,,0
412,Load balancing between mine and azure servers.,https://learn.microsoft.com/en-us/answers/questions/691065/load-balancing-between-mine-and-azure-servers,0,,Load balancing between mine and azure servers.,1,,,0
181,ACI with subnet and Internal LoadBalance,https://learn.microsoft.com/en-us/answers/questions/397623/aci-with-subnet-and-internal-loadbalance,0,,Can we chain internal loadbalancers?,2,,,0
413,Load Balancing App Services,https://learn.microsoft.com/en-us/answers/questions/666781/load-balancing-app-services,0,,Load Balancing App Services,1,,,0
414,How to make HTTP(S) Load Balancer health probes accept status 204 as healthy,https://learn.microsoft.com/en-us/answers/questions/675769/how-to-make-http(s)-load-balancer-health-probes-ac,0,,How to make HTTP(S) Load Balancer health probes accept status 204 as healthy,1,,,0
415,MS Teams Direct routing multiple ports with inbound rule on external LB,https://learn.microsoft.com/en-us/answers/questions/462133/ms-teams-direct-routing-multiple-ports-with-inboun,0,,MS Teams Direct routing multiple ports with inbound rule on external LB,1,,,0
416,Public ip prefix to point to an H-A NVA using External load balancer.,https://learn.microsoft.com/en-us/answers/questions/667541/public-ip-prefix-to-point-to-an-h-a-nva-using-exte,0,,Public ip prefix to point to an H-A NVA using External load balancer.,1,,,0
98,Azure Load Balancer IP Forwarding,https://learn.microsoft.com/en-us/answers/questions/655758/azure-load-balancer-ip-forwarding,0,,IP Floating,2,,,0
417,Export the list of health probes,https://learn.microsoft.com/en-us/answers/questions/650986/export-the-list-of-health-probes,0,,Export the list of health probes,1,,,0
418,In a typical load balancer scenario if any backend server is getting crashed or disconnected,https://learn.microsoft.com/en-us/answers/questions/628837/in-a-typical-load-balancer-scenario-if-any-backend,0,,In a typical load balancer scenario if any backend server is getting crashed or disconnected,1,,,0
419,Create a BastionHost for a Public Load Balancer failed,https://learn.microsoft.com/en-us/answers/questions/622868/create-a-bastionhost-for-a-public-load-balancer-fa,0,,Create a BastionHost for a Public Load Balancer failed,1,,,0
420,Azure Traffic Manager - Gurantee Specific VM Routing,https://learn.microsoft.com/en-us/answers/questions/603633/azure-traffic-manager-gurantee-specific-vm-routing,0,,Azure Traffic Manager - Gurantee Specific VM Routing,1,,,0
421,"Is there a Traffic Manager type solution for internal TCP resources, other then HTTP(S)",https://learn.microsoft.com/en-us/answers/questions/595873/is-there-a-traffic-manager-type-solution-for-inter,0,,"Is there a Traffic Manager type solution for internal TCP resources, other then HTTP(S)",1,,,0
422,public loadbalancer outbound rules showing 0 instance,https://learn.microsoft.com/en-us/answers/questions/592021/public-loadbalancer-outbound-rules-showing-0-insta,0,,public loadbalancer outbound rules showing 0 instance,1,,,0
423,Is it possible to share the IP Address across different services using Azure LB?,https://learn.microsoft.com/en-us/answers/questions/588153/is-it-possible-to-share-the-ip-address-across-diff,0,,Is it possible to share the IP Address across different services using Azure LB?,1,,,0
424,The Load Balancer/Application Gateway does not show the resource groups created,https://learn.microsoft.com/en-us/answers/questions/594786/the-load-balancer-application-gateway-does-not-sho,0,,The Load Balancer/Application Gateway does not show the resource groups created,1,,,0
425,Is Azure Internal load balancer for sql always on WSFC virtual name required?,https://learn.microsoft.com/en-us/answers/questions/585297/is-azure-internal-load-balancer-for-sql-always-on,0,,Is Azure Internal load balancer for sql always on WSFC virtual name required?,1,,,0
426,Restrciting wild card domains on azure app service,https://learn.microsoft.com/en-us/answers/questions/588326/restrciting-wild-card-domains-on-azure-app-service,0,,Restrciting wild card domains on azure app service,1,,,0
427,Securely accepting internet TCP connections,https://learn.microsoft.com/en-us/answers/questions/585842/securely-accepting-internet-tcp-connections,0,,Securely accepting internet TCP connections,1,,,0
428,Internet Traffic Flow for Web App Server in multi region and placement of Azure Traffic manager & NVA & App Gateway,https://learn.microsoft.com/en-us/answers/questions/573370/internet-traffic-flow-for-web-app-server-in-multi,0,,Internet Traffic Flow for Web App Server in multi region and placement of Azure Traffic manager & NVA & App Gateway,1,,,0
429,Azure Loadbalancer: Can the Virtual Machines in BackendPool retain public IP?,https://learn.microsoft.com/en-us/answers/questions/442569/azure-loadbalancer-can-the-virtual-machines-in-bac,0,,Azure Loadbalancer: Can the Virtual Machines in BackendPool retain public IP?,1,,,0
430,Azure Load Balancer multiple frontend,https://learn.microsoft.com/en-us/answers/questions/572943/azure-load-balancer-multiple-frontend,0,,Azure Load Balancer multiple frontend,1,,,0
431,Azure Load Balancer Features,https://learn.microsoft.com/en-us/answers/questions/565289/azure-load-balancer-features,0,,Azure Load Balancer Features,1,,,0
432,my aks cluster reported: Load balancer:Degraded : Unavailable (Unplanned),https://learn.microsoft.com/en-us/answers/questions/564325/my-aks-cluster-reported-load-balancer-degraded-una,0,,my aks cluster reported: Load balancer:Degraded : Unavailable (Unplanned),1,,,0
433,Azure Load balancer - Azure VM Connection Limit,https://learn.microsoft.com/en-us/answers/questions/553666/azure-load-balancer-azure-vm-connection-limit,0,,Azure Load balancer - Azure VM Connection Limit,1,,,0
434,å¦ä½ç»åazure app proxyä»¥å azure load balancerè¿è¡åºç¨ä»£ç,https://learn.microsoft.com/en-us/answers/questions/549784/azure-app-proxy-azure-load-balancer,0,,å¦ä½ç»åazure app proxyä»¥å azure load balancerè¿è¡åºç¨ä»£ç,1,,,0
435,Internal Load Balancer maintain session hash between multiple front-end IPs,https://learn.microsoft.com/en-us/answers/questions/558572/internal-load-balancer-maintain-session-hash-betwe,0,,Internal Load Balancer maintain session hash between multiple front-end IPs,1,,,0
436,Passive FTP need port range in load balancer rule,https://learn.microsoft.com/en-us/answers/questions/103061/passive-ftp-need-port-range-in-load-balancer-rule,0,,Passive FTP need port range in load balancer rule,1,,,0
437,Logical firewall between load balancer and VMs,https://learn.microsoft.com/en-us/answers/questions/530595/logical-firewall-between-load-balancer-and-vms,0,,Logical firewall between load balancer and VMs,1,,,0
438,Load balancer access problem.,https://learn.microsoft.com/en-us/answers/questions/524560/load-balancer-access-problem,0,,Load balancer access problem.,1,,,0
439,Cannot get a load balencer to work,https://learn.microsoft.com/en-us/answers/questions/527650/cannot-get-a-load-balencer-to-work,0,,Cannot get a load balencer to work,1,,,0
440,Redirect URLS for QR scan counting,https://learn.microsoft.com/en-us/answers/questions/519246/redirect-urls-for-qr-scan-counting,0,,Redirect URLS for QR scan counting,1,,,0
441,Are there metrics available to see the requests per second and latency for a Load Balancer?,https://learn.microsoft.com/en-us/answers/questions/507330/are-there-metrics-available-to-see-the-requests-pe,0,,Are there metrics available to see the requests per second and latency for a Load Balancer?,1,,,0
442,Azure CLI - Can't find target VM information,https://learn.microsoft.com/en-us/answers/questions/510547/azure-cli-cant-find-target-vm-information,0,,Azure CLI - Can't find target VM information,1,,,0
443,AKS change Public IP address and lost connectivity,https://learn.microsoft.com/en-us/answers/questions/513457/aks-change-public-ip-address-and-lost-connectivity,0,,AKS change Public IP address and lost connectivity,1,,,0
444,Cross-region Load Balancer appears to drop UDP traffic?,https://learn.microsoft.com/en-us/answers/questions/502039/cross-region-load-balancer-appears-to-drop-udp-tra,0,,Cross-region Load Balancer appears to drop UDP traffic?,1,,,0
445,Task 5: Implement Azure Load Balancer,https://learn.microsoft.com/en-us/answers/questions/506923/task-5-implement-azure-load-balancer,0,,Task 5: Implement Azure Load Balancer,1,,,0
446,Load balancer public IP is not resolving,https://learn.microsoft.com/en-us/answers/questions/505592/load-balancer-public-ip-is-not-resolving,0,,Load balancer public IP is not resolving,1,,,0
447,Can I use a Basic Load Balancer on an AKS 2 node cluster used for learning to SAVE MONEY in my VS Professional account?,https://learn.microsoft.com/en-us/answers/questions/493577/can-i-use-a-basic-load-balancer-on-an-aks-2-node-c,0,,Can I use a Basic Load Balancer on an AKS 2 node cluster used for learning to SAVE MONEY in my VS Professional account?,1,,,0
448,How do we setup an AVD Environment to use a known Public Static IP.  Azure Virtual Desktop,https://learn.microsoft.com/en-us/answers/questions/466779/how-do-we-setup-an-avd-environment-to-use-a-known,0,,How do we setup an AVD Environment to use a known Public Static IP.  Azure Virtual Desktop,1,,,0
449,Load Balancer of Load Balancers,https://learn.microsoft.com/en-us/answers/questions/430890/load-balancer-of-load-balancers,0,,Load Balancer of Load Balancers,1,,,0
450,Cannot ping SQl listener outside primary sql server,https://learn.microsoft.com/en-us/answers/questions/491886/cannot-ping-sql-listener-outside-primary-sql-serve,0,,Cannot ping SQl listener outside primary sql server,1,,,0
451,Unable to access my Web Site through Load balancer,https://learn.microsoft.com/en-us/answers/questions/483892/unable-to-access-my-web-site-through-load-balancer,0,,Unable to access my Web Site through Load balancer,1,,,0
452,IP issues with Azure Kubernetes Service Load Balancer over UDP,https://learn.microsoft.com/en-us/answers/questions/478310/ip-issues-with-azure-kubernetes-service-load-balan,0,,IP issues with Azure Kubernetes Service Load Balancer over UDP,1,,,0
453,Which load balancer supports the performance based rounting,https://learn.microsoft.com/en-us/answers/questions/480346/which-load-balancer-supports-the-performance-based,0,,Which load balancer supports the performance based rounting,1,,,0
454,Backend pool configuration âby NICâ vs âIPââdifference?,https://learn.microsoft.com/en-us/answers/questions/442605/backend-pool-configuration-by-nic-vs-ip-difference,0,,Backend pool configuration âby NICâ vs âIPââdifference?,1,,,0
455,Acess an Azure VM behind the Azure LB.,https://learn.microsoft.com/en-us/answers/questions/471151/acess-an-azure-vm-behind-the-azure-lb,0,,Acess an Azure VM behind the Azure LB.,1,,,0
456,"My DNS has resolved, but my site won't serve",https://learn.microsoft.com/en-us/answers/questions/458672/my-dns-has-resolved-but-my-site-wont-serve,0,,"My DNS has resolved, but my site won't serve",1,,,0
406,Load Balancer Health Probe time,https://learn.microsoft.com/en-us/answers/questions/469340/load-balancer-health-probe-time,0,,Load balancers health probe,2,,,0
457,Azure HA Configuration Load Balancing Help,https://learn.microsoft.com/en-us/answers/questions/424794/azure-ha-configuration-load-balancing-help,0,,Azure HA Configuration Load Balancing Help,1,,,0
458,azure load balancer access log requests,https://learn.microsoft.com/en-us/answers/questions/425229/azure-load-balancer-access-log-requests,0,,azure load balancer access log requests,1,,,0
459,Failover - Availabilty through one IP Adress at remote destination,https://learn.microsoft.com/en-us/answers/questions/454700/failover-availabilty-through-one-ip-adress-at-remo,0,,Failover - Availabilty through one IP Adress at remote destination,1,,,0
460,Where to Search the Azure Application Gateway Usage and Speed,https://learn.microsoft.com/en-us/answers/questions/427736/where-to-search-the-azure-application-gateway-usag,0,,Where to Search the Azure Application Gateway Usage and Speed,1,,,0
461,load balance and weblogic t3 protocol,https://learn.microsoft.com/en-us/answers/questions/438758/load-balance-and-weblogic-t3-protocol,0,,load balance and weblogic t3 protocol,1,,,0
462,Is it possible to add more than 300 rules for load balancer?,https://learn.microsoft.com/en-us/answers/questions/390387/is-it-possible-to-add-more-than-300-rules-for-load,0,,Is it possible to add more than 300 rules for load balancer?,1,,,0
463,Multiple vnet interface on AKS Loadbalancer,https://learn.microsoft.com/en-us/answers/questions/396161/multiple-vnet-interface-on-aks-loadbalancer,0,,Multiple vnet interface on AKS Loadbalancer,1,,,0
464,Create a internal standard load balancer with HA ports in Azure using ARM template,https://learn.microsoft.com/en-us/answers/questions/406897/create-a-internal-standard-load-balancer-with-ha-p,0,,Create a internal standard load balancer with HA ports in Azure using ARM template,1,,,0
465,Azure Load Balancing Solutions to Replace OnPrem Setup and Functionality,https://learn.microsoft.com/en-us/answers/questions/394200/azure-load-balancing-solutions-to-replace-onprem-s,0,,Azure Load Balancing Solutions to Replace OnPrem Setup and Functionality,1,,,0
466,Deploying Mediasoup-WebRTC application on azure.,https://learn.microsoft.com/en-us/answers/questions/392395/deploying-mediasoup-webrtc-application-on-azure,0,,Deploying Mediasoup-WebRTC application on azure.,1,,,0
467,Not able to add servers on backend pool,https://learn.microsoft.com/en-us/answers/questions/302396/not-able-to-add-servers-on-backend-pool,0,,Not able to add servers on backend pool,1,,,0
468,deployment failure while adding VM instance to backend pools,https://learn.microsoft.com/en-us/answers/questions/345464/deployment-failure-while-adding-vm-instance-to-bac,0,,deployment failure while adding VM instance to backend pools,2,,,0
469,Is it possible to specify which multi-ports can be put on an Azure load balancer,https://learn.microsoft.com/en-us/answers/questions/325664/is-it-possible-to-specify-which-multi-ports-can-be,0,,Is it possible to specify which multi-ports can be put on an Azure load balancer,1,,,0
470,Azure Front Door Backed Pool Type || Azure Load Balancer,https://learn.microsoft.com/en-us/answers/questions/379159/azure-front-door-backed-pool-type-azure-load-balan,0,,Azure Front Door Backed Pool Type || Azure Load Balancer,1,,,0
471,Unable to telnet through internal load balancer,https://learn.microsoft.com/en-us/answers/questions/369812/unable-to-telnet-through-internal-load-balancer,0,,Unable to telnet through internal load balancer,1,,,0
472,Load Balancer is not connecting to VM Scale set Instance,https://learn.microsoft.com/en-us/answers/questions/372364/load-balancer-is-not-connecting-to-vm-scale-set-in,0,,Load Balancer is not connecting to VM Scale set Instance,1,,,0
473,Is Active-standby configuration possible with Azure loadbalancer?,https://learn.microsoft.com/en-us/answers/questions/316829/is-active-standby-configuration-possible-with-azur,0,,Is Active-standby configuration possible with Azure loadbalancer?,1,,,0
257,How does the Load Balancer work with IPv6?,https://learn.microsoft.com/en-us/answers/questions/338078/how-does-the-load-balancer-work-with-ipv6,0,,How does the Load Balancer work with IPv6?,2,,,0
474,Load balancing port forwarding,https://learn.microsoft.com/en-us/answers/questions/320065/load-balancing-port-forwarding,0,,Load balancing port forwarding,1,,,0
475,Ipv6 LoadBalancer Azure,https://learn.microsoft.com/en-us/answers/questions/363446/ipv6-loadbalancer-azure,0,,Ipv6 LoadBalancer Azure,1,,,0
476,Azure Loadbancer can't reach from the backend VM,https://learn.microsoft.com/en-us/answers/questions/339147/azure-loadbancer-cant-reach-from-the-backend-vm,0,,Azure Loadbancer can't reach from the backend VM,1,,,0
477,How to target nodes (Nodepool) for the internal loadbalancer,https://learn.microsoft.com/en-us/answers/questions/342646/how-to-target-nodes-(nodepool)-for-the-internal-lo,0,,How to target nodes (Nodepool) for the internal loadbalancer,1,,,0
478,Alert when loadBalancers has VIP Availability less than 65 over 15 mins,https://learn.microsoft.com/en-us/answers/questions/332959/alert-when-loadbalancers-has-vip-availability-less,0,,Alert when loadBalancers has VIP Availability less than 65 over 15 mins,1,,,0
479,How to preserve AKS outbound rule changes when AKS version upgrade,https://learn.microsoft.com/en-us/answers/questions/332779/how-to-preserve-aks-outbound-rule-changes-when-aks,0,,How to preserve AKS outbound rule changes when AKS version upgrade,1,,,0
480,Site is not accessbile using loadbalancer Ip / name,https://learn.microsoft.com/en-us/answers/questions/332320/site-is-not-accessbile-using-loadbalancer-ip-name,0,,Site is not accessbile using loadbalancer Ip / name,1,,,0
481,Azure load balancer not distriburting traffic evenly,https://learn.microsoft.com/en-us/answers/questions/322854/azure-load-balancer-not-distriburting-traffic-even,0,,Azure load balancer not distriburting traffic evenly,1,,,0
482,how to check backend server status in loadbalencer,https://learn.microsoft.com/en-us/answers/questions/316955/how-to-check-backend-server-status-in-loadbalencer,0,,how to check backend server status in loadbalencer,1,,,0
483,Load balancer configured with two ports but can only able to browse site on one port on another port not able to browse,https://learn.microsoft.com/en-us/answers/questions/309745/load-balancer-configured-with-two-ports-but-can-on,0,,Load balancer configured with two ports but can only able to browse site on one port on another port not able to browse,1,,,0
484,Load Balancer availability status shows unknown,https://learn.microsoft.com/en-us/answers/questions/266542/load-balancer-availability-status-shows-unknown,0,,Load Balancer availability status shows unknown,1,,,0
485,How to get public IP address name from load balancer Frontend IP configuration using Microsoft Azure Management Network Fluent API ?,https://learn.microsoft.com/en-us/answers/questions/197709/how-to-get-public-ip-address-name-from-load-balanc,0,,How to get public IP address name from load balancer Frontend IP configuration using Microsoft Azure Management Network Fluent API ?,1,,,0
486,Is ingress-nginx really a load balancer or not?,https://learn.microsoft.com/en-us/answers/questions/295210/is-ingress-nginx-really-a-load-balancer-or-not,0,,Is ingress-nginx really a load balancer or not?,1,,,0
487,loadbalancer backend configuration,https://learn.microsoft.com/en-us/answers/questions/255844/loadbalancer-backend-configuration,0,,loadbalancer backend configuration,1,,,0
21,Load Balancing,https://learn.microsoft.com/en-us/answers/questions/277185/load-balancing,0,,Load Balancing,3,,,0
488,Multi-Domain Azure Load Balancer using 1 public IP address,https://learn.microsoft.com/en-us/answers/questions/278440/multi-domain-azure-load-balancer-using-1-public-ip,0,,Multi-Domain Azure Load Balancer using 1 public IP address,1,,,0
489,UDR seems not to work for internal load balancer traffic,https://learn.microsoft.com/en-us/answers/questions/263307/udr-seems-not-to-work-for-internal-load-balancer-t,0,,UDR seems not to work for internal load balancer traffic,1,,,0
490,Can you recommend me a network model for a webapp using reactjs and springboot?,https://learn.microsoft.com/en-us/answers/questions/245020/can-you-recommend-me-a-network-model-for-a-webapp,0,,Can you recommend me a network model for a webapp using reactjs and springboot?,1,,,0
491,unable to communicate with the backend pool with internal load balancer,https://learn.microsoft.com/en-us/answers/questions/250969/unable-to-communicate-with-the-backend-pool-with-i,0,,unable to communicate with the backend pool with internal load balancer,1,,,0
492,How to create new backend address pool for existing load balancer usingazure arm template.,https://learn.microsoft.com/en-us/answers/questions/228960/how-to-create-new-backend-address-pool-for-existin,0,,How to create new backend address pool for existing load balancer usingazure arm template.,1,,,0
493,How to get azure load balancer list based on internal or public type using Fluent API,https://learn.microsoft.com/en-us/answers/questions/231883/how-to-get-azure-load-balancer-list-based-on-inter,0,,How to get azure load balancer list based on internal or public type using Fluent API,1,,,0
494,AKS service with load balancer type is generating the IP but not able to access the service,https://learn.microsoft.com/en-us/answers/questions/228397/aks-service-with-load-balancer-type-is-generating,0,,AKS service with load balancer type is generating the IP but not able to access the service,2,,,0
495,Problem creating an Azure Internal Load Balancer with networking in a different resource group,https://learn.microsoft.com/en-us/answers/questions/203973/problem-creating-an-azure-internal-load-balancer-w,0,,Problem creating an Azure Internal Load Balancer with networking in a different resource group,1,,,0
496,will configuring load balancer solves the application read time out issue?,https://learn.microsoft.com/en-us/answers/questions/225418/will-configuring-load-balancer-solves-the-applicat,0,,will configuring load balancer solves the application read time out issue?,1,,,0
497,How to get VirtualNetwork name from  virtual machine which is attached in Load balancer Backend pool using Microsoft Azure Management Network Fluent?,https://learn.microsoft.com/en-us/answers/questions/197847/how-to-get-virtualnetwork-name-from-virtual-machin,0,,How to get VirtualNetwork name from  virtual machine which is attached in Load balancer Backend pool using Microsoft Azure Management Network Fluent?,1,,,0
